,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,t_dat,customer_id,price,sales_channel_id,month,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,age_group,age_group_order,age_group_order_rev,price_int,age_rev
4114642,78497,794320,STRONG seamless HW tights,273,Leggings/Tights,Garment Lower body,1010010,Melange,13,Beige,2,Medium Dusty,1,Mole,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted sports tights in fast-drying functional fabric with jacquard-patterned details. Wide, elasticated panel to hold in and shape the waist and sculpting seams at the back to showcase the body’s physique. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.",2020-06-11,934405,0.0423559322033898,2,6,0.0,,ACTIVE,NONE,34.0,5dc1f11128be605ebee5ef758dcbd981a1d1edaaeeafaa98639917ce4fe130a7,25-34,34.0,6.0,42,7
3074918,98423,879248,Glamping,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in lightweight sweatshirt fabric with an elasticated, drawstring waist, side pockets and rounded hems.",2020-06-11,892211,0.0169322033898305,2,6,0.0,,ACTIVE,NONE,28.0,8fa8e222b59e22587bf2c5a5d1bf73b21a783836d8516889059c7a27031be4cd,25-34,28.0,12.0,16,13
1166485,93741,859400,Kendall Dress,265,Dress,Garment Full body,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in softly draping, lightly crêped satin with a boat neck and a concealed zip in one side. Seam at the waist with a detachable tie belt and a flared, pleated skirt. Unlined. The polyester content of the dress is partly recycled.",2020-07-11,931455,0.0338813559322033,2,7,1.0,1.0,ACTIVE,Regularly,35.0,9a9d4dadd7ef45f20f49187206825da20596631556f290511bcef5ca961ba0b7,35-44,35.0,5.0,33,6
3225239,57656,717490,Cat Tee.,255,T-shirt,Garment Upper body,1010007,Embroidery,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,T-shirt in soft jersey.,2020-05-16,1334637,0.0078135593220338,1,5,1.0,1.0,ACTIVE,Regularly,31.0,d561d91bbfc5357087464a2dd6ef90cdbacf19f4d564d6edc34680d9c4f706ff,25-34,31.0,9.0,7,10
828631,94224,861478,Clean Bandit Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a drawstring at the sides and a high cut at the back.",2020-06-07,1190510,0.0254067796610169,2,6,0.0,,ACTIVE,NONE,25.0,a60456f36a71cfec6cce81c6229f3fc47565bcfdaef1ac0aba31efb9660de906,25-34,25.0,15.0,25,16
4312645,91569,850176,Baby Love Triangle Top,298,Bikini top,Swimwear,1010001,All over pattern,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired triangle bikini top with overlocked edges around the cups. Narrow, adjustable shoulder straps that can be fastened in different ways at the back, and cups with removable inserts that shape the bust and provide good support. Elasticated hem and a metal fastener at the back.",2020-06-26,255210,0.0304915254237288,2,6,0.0,,ACTIVE,NONE,30.0,98f2f4644c77a0dedd7e0c7f638e7d388cc5172664a50ce3edf3795b3d43f74e,25-34,30.0,10.0,30,11
3497865,102070,901955,Lyon Long Top,298,Bikini top,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with adjustable spaghetti shoulder straps and cups with removable inserts that shape the bust and provide good support. No fasteners.",2020-06-18,1362334,0.0254067796610169,2,6,0.0,,ACTIVE,NONE,27.0,af183c4306bcd198cd488faa64fe1dd61349611d08fba0eb662ea0a83c2c7dcd,25-34,27.0,13.0,25,14
4312462,92636,854678,C Lolly Bandeau,298,Bikini top,Swimwear,1010026,Other structure,91,Light Green,3,Light,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, bandeau bikini top with side support and cups with removable inserts that shape the bust and provide good support. No fasteners. The polyester content of the outer fabric is partly recycled. The polyester content of the lining is recycled.",2020-05-20,869592,0.0076949152542372,1,5,1.0,1.0,ACTIVE,Regularly,26.0,14cab2f7b9a1a0e82b8eca9dc129662101abb18d4fdabf7c533083e7cede1d89,25-34,26.0,14.0,7,15
4060378,83521,812364,X-tina Brazilian,59,Swimwear bottom,Swimwear,1010026,Other structure,11,Off White,1,Dusty Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms in fluted, crinkled fabric with a low waist and high cut at the back.",2020-07-03,702644,0.008457627118644,2,7,1.0,1.0,ACTIVE,Regularly,28.0,45d45b9ec4365098d7dd9a075b0ab57d9a7cf86ba34a931f448b8eaa1f03164f,25-34,28.0,12.0,8,13
4111021,98740,880706,Potter lace shirt,259,Shirt,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Oversized lace shirt with a pointed collar and buttons down the front. Low dropped shoulders, long sleeves with buttoned cuffs, two open chest pockets, and a rounded hem. Longer at the back. Unlined.",2020-06-14,1250790,0.0666949152542372,2,6,0.0,,ACTIVE,NONE,33.0,2c407f9562482510eb231d62008694299803a360f43fad04aab90e6e65d92847,25-34,33.0,7.0,66,8
662102,78516,794389,Ficus dress,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short V-neck dress in jersey crêpe with a narrow, detachable tie belt at the waist and 3/4-length sleeves with cuffs and decorative buttons. Unlined.",2020-06-18,25144,0.0166610169491525,2,6,1.0,1.0,ACTIVE,Regularly,31.0,d052a8e40b6c1bd2837c48dd998f78b5f6ad90ae7ccf9312f6dd070bd3bc0ee6,25-34,31.0,9.0,16,10
4103970,93705,859236,Tropicana Tie Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, ties at the sides and medium coverage at the back.",2020-05-26,90555,0.0169322033898305,2,5,1.0,1.0,ACTIVE,Regularly,27.0,5aaced9a9821799380979a53bef759f5984aea4e2cd98c1e67521a845f173498,25-34,27.0,13.0,16,14
2104327,75924,783346,Primo slacks,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,Ankle-length cigarette trousers in a stretch weave with a regular waist that is elasticated at the back. Fake welt back pockets and slim legs with creases.,2020-06-28,424393,0.0152372881355932,2,6,1.0,1.0,ACTIVE,Regularly,32.0,358b7f341ab7c8acf18aa8a91834b0025b9a86a691f6baed5885e32911900763,25-34,32.0,8.0,15,9
4318029,86637,824526,Jennifer long,264,Blazer,Garment Upper body,1010004,Check,22,Yellow,2,Medium Dusty,8,Yellow,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,Longer-style jacket in woven fabric with notch lapels and welt front pockets with a flap. Lined.,2020-05-30,632333,0.0338813559322033,1,5,0.0,,ACTIVE,NONE,27.0,fc7173c8a315c5da8390b24800fb25987cf81f86bd93b6a0e4e29f1c640f164a,25-34,27.0,13.0,33,14
3059139,38557,658030,Push Up Jegging L.W,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,19,Green,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeggings in washed, stretch denim with a low waist, zip fly and button, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique.",2020-06-22,1026468,0.0152372881355932,1,6,0.0,,ACTIVE,NONE,28.0,fdb8e12dc4365627bfea788804eebd6adf168caa015aaf5e2f693145466cf21f,25-34,28.0,12.0,15,13
942003,76778,786307,Sandy,253,Vest top,Garment Upper body,1010001,All over pattern,33,Dark Orange,4,Dark,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,Sleeveless top in a crêpe weave with a V-neck front and back.,2020-05-21,44465,0.0195423728813559,2,5,0.0,,ACTIVE,NONE,32.0,14ff19c0f54ec275e3053a3d9a0ea540c40e542cba72c804d87379217f6b0b63,25-34,32.0,8.0,19,9
3346765,95808,868018,Desert Highwaist Cheeky Brazil,59,Swimwear bottom,Swimwear,1010026,Other structure,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a high cut at the back.",2020-06-25,947097,0.0254067796610169,2,6,1.0,1.0,ACTIVE,Regularly,29.0,7181b41bb05f89829eab423c049666c36a956731d23d80630ac5841e701a4829,25-34,29.0,11.0,25,12
2152119,67173,750055,Sandro Bandcollar Detailed(1),259,Shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Shirt in a linen and cotton weave with a grandad collar, classic front and open chest pocket. Yoke with a pleat and hanger at the back, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",2020-07-29,1293943,0.0423559322033898,2,7,0.0,,ACTIVE,NONE,31.0,43a826d2c7eb298987e541177ba6f54da9cb7589163759b12639f3413ca2b41a,25-34,31.0,9.0,42,10
2463626,67657,751788,Boxer,264,Blazer,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently tailored jacket in a crêpe weave with notch lapels, gathered, 3/4-length sleeves and side pockets. No fasteners. Lined.",2020-06-12,909929,0.0508305084745762,2,6,1.0,1.0,ACTIVE,Regularly,29.0,bfa56107d4d64e06133f7663c18f4b3f4fce228d22c50654ed6bf3141ea85405,25-34,29.0,11.0,50,12
4086679,92049,852365,Carnival,265,Dress,Garment Full body,1010001,All over pattern,61,Light Purple,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, wide dress in airy fabric with a small, frilled collar. Deep opening at the back with narrow ties at the back of the neck and back. Long balloon sleeves with a puff at the shoulders and narrow, covered elastication and a frill trim at the cuffs. Gathered seams at the waist and hips. Jersey lining. The polyester content of the dress is partly recycled.",2020-06-02,68217,0.0230338983050847,1,6,0.0,,ACTIVE,NONE,25.0,a6fdeb96887081804da1669715f5441d04c06734bb374e6359367a54c4e67aef,25-34,25.0,15.0,23,16
2303279,80299,801673,Yasmine LS,254,Top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted top in soft cotton jersey with a V-neck, gathered seam at the front and long sleeves.",2020-05-29,1313203,0.0067627118644067,1,5,0.0,,ACTIVE,NONE,37.0,11cd6d1a7cee543eca0841159a6f470eebfd2d3fd85b6d28d9a1072013699ae0,35-44,37.0,3.0,6,4
188698,89701,839496,Disa,254,Top,Garment Upper body,1010001,All over pattern,13,Beige,4,Dark,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Fitted top in jersey with a low-cut back and long sleeves.,2020-06-30,530309,0.008457627118644,2,6,1.0,1.0,ACTIVE,Regularly,39.0,ef3baaf7b5249144fb6ed83418ac7f51e54a62ea7fd6e7dfbcf02f9e1a1b5a04,35-44,39.0,1.0,8,2
1384543,5019,488614,Ellen Hipster Ch. Poppy 3p,286,Underwear bottom,Underwear,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in organic cotton jersey with a low waist, lined gusset and cutaway coverage at the back.",2020-05-06,1004402,0.0220169491525423,2,5,0.0,,ACTIVE,NONE,28.0,751e26a95049120ca5f7896702196ae846188f9b539bc275bee336968b120bba,25-34,28.0,12.0,22,13
4072896,93977,860525,FIG TANK,253,Vest top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut top in an airy viscose weave with narrow, adjustable shoulder straps.",2020-07-02,445627,0.0067627118644067,1,7,1.0,1.0,ACTIVE,Regularly,26.0,aa995078789de43bf6a2a54271a98302f99031172da825c6be6b81899c48f1fe,25-34,26.0,14.0,6,15
461787,90549,843687,Cora dress,265,Dress,Garment Full body,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short T-shirt dress in a viscose weave with a round neckline, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back.",2020-07-10,238385,0.0254067796610169,2,7,0.0,,ACTIVE,NONE,33.0,2522afd802272a73ad75e951143dfd47209f1b4fc5a3ced3cbdbce0cdae427a7,25-34,33.0,7.0,25,8
3627755,69457,757347,LOGG Iris linen jogger,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in airy linen. Relaxed fit with a regular, elasticated, drawstring waist, diagonal side pockets, a fake back pocket, and gently tapered legs.",2020-06-03,1334376,0.0412542372881355,2,6,1.0,1.0,ACTIVE,Regularly,30.0,3f9d2f17fc58684229473e863b286edc1f1e7faacefab9ace8c64e8772490951,25-34,30.0,10.0,41,11
687763,1482,351484,Lazer Razer Brief,59,Swimwear bottom,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges.",2020-05-22,891503,0.0220169491525423,2,5,0.0,,ACTIVE,NONE,26.0,9d61593efddf804fc9b99ae030681919b0c3493a2337fe3684ac1c3f3e3c8260,25-34,26.0,14.0,22,15
72661,74290,776237,Shake it in Balconette,298,Bikini top,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, padded cups that lift and shape the bust. Silicone trim at the hem, detachable, adjustable shoulder straps, side support and a metal fastener at the back.",2020-07-17,1078758,0.020322033898305,1,7,0.0,,ACTIVE,NONE,29.0,863bd119f6a422c9149917f9c30f26c58dff75bbafdbbfc7de283b1547171372,25-34,29.0,11.0,20,12
2728815,24837,610776,Tilly (1),255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,T-shirt in lightweight jersey with a rounded hem. Slightly longer at the back.,2020-07-03,1086132,0.008457627118644,1,7,1.0,1.0,ACTIVE,Regularly,32.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,25-34,32.0,8.0,8,9
1684663,73083,770352,Nina n- shirt FLANNEL (W),293,Night gown,Nightwear,1010017,Stripe,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Long-sleeved nightshirt in soft, lightweight cotton flannel with notch lapels, buttons down the front and a yoke with a pleat at the back. Open chest pocket, buttoned cuffs and a rounded hem.",2020-05-09,1180867,0.0338813559322033,2,5,0.0,,ACTIVE,NONE,32.0,8e2545e0dfa5434d12eeeda854a7be5351098dc977b54ad6664822af372a4774,25-34,32.0,8.0,33,9
653057,1477,351484,Lazer Razer Brief,59,Swimwear bottom,Swimwear,1010026,Other structure,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges.",2020-06-09,363546,0.0220169491525423,2,6,0.0,,ACTIVE,NONE,36.0,c593994cf3e8f70b7cf9a8f7ae4986d8faa43b8454c1f12014d0ac4d2ff348d4,35-44,36.0,4.0,22,5
7621,98139,877643,Cezanne,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in a textured weave. High waist with covered elastication, a seam at the thighs and a flare to the hem. Lined.",2020-05-29,806107,0.0508305084745762,1,5,0.0,,ACTIVE,NONE,30.0,ed1ab39b69f316d721b15317c506bd84d268a742cdb05739f89e0a0039975c64,25-34,30.0,10.0,50,11
2113287,94971,864953,Noelia Rib Tank,253,Vest top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Low-necked vest top in soft, ribbed viscose jersey.",2020-05-08,398814,0.0135423728813559,2,5,0.0,,PRE-CREATE,NONE,28.0,01b0e83beeccbcca073ccf06d36d622862c74c9d409db59c1b68f2c6bef52339,25-34,28.0,12.0,13,13
4387800,95102,865458,Nara dress,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short, sleeveless dress in woven fabric with a scalloped edge around the neckline and armholes. Concealed zip at the back, a seam at the waist and a gently flared skirt. Lined.",2020-06-17,1120449,0.0533728813559322,2,6,0.0,,ACTIVE,NONE,29.0,67c0ae8d4d975ff31ca54d22cc1355f2b63f40444c37b1e46f8d8770a0c4465b,25-34,29.0,11.0,53,12
1904846,89647,839306,Base Knot Tank,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Knitted top with a deep V-neck front and back and narrow, tie-top shoulder straps.",2020-07-03,1012937,0.0254067796610169,2,7,0.0,,ACTIVE,NONE,34.0,88cf292b8451c3159d9bdd1b9203f31bc56b7a35704aaa3807256b48993cca05,25-34,34.0,6.0,25,7
1918915,93601,858992,Soho sandal,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Platform sandals in imitation suede made partly from recycled polyester. Adjustable ankle strap with a round metal buckle. Imitation leather insoles.,2020-07-23,391805,0.0508305084745762,2,7,0.0,,ACTIVE,NONE,31.0,4b6fa4b9ed43bd02e14951823f8b702545b6bb38329364466288fa56b7d80622,25-34,31.0,9.0,50,10
3312745,65672,745247,FIG STRAP S.0,253,Vest top,Garment Upper body,1010001,All over pattern,21,Light Yellow,7,Medium,8,Yellow,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Top in a patterned viscose weave with narrow, adjustable shoulder straps.",2020-06-25,653862,0.0076101694915254,1,6,0.0,,ACTIVE,NONE,38.0,231fc1f895c39001687db69f259d22b51bc752469acf37d92b2bf225e679ec7a,35-44,38.0,2.0,7,3
607761,99771,886569,ANGIE SHIRT SC SPEED P5,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, straight-cut dress in a cotton weave with a resort collar, short sleeves and buttons down the front. Unlined.",2020-05-21,856853,0.020322033898305,2,5,1.0,1.0,ACTIVE,Regularly,28.0,f31db8ad527676f950b0bbf42c3e75f9bc82e2dcfcf834e68c9f0ffaf35d4bc2,25-34,28.0,12.0,20,13
1698082,91410,849361,Raven blazer,264,Blazer,Garment Upper body,1010026,Other structure,21,Light Yellow,3,Light,8,Yellow,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently fitted, single-breasted jacket in woven fabric with peak lapels and a single button at the front. Welt front pockets, decorative buttons at the cuffs, and a single back vent. Lined.",2020-07-03,1017947,0.0677796610169491,1,7,0.0,,ACTIVE,NONE,37.0,7e0f43a408bb63458b6c612c13667ca776c6691f91aee32d6354f81a51dc74ee,35-44,37.0,3.0,67,4
567382,1254,331093,LEA jumpsuit,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Sleeveless jersey jumpsuit with a deep neckline at the back, elasticated seam at the waist, side pockets and tapered legs.",2020-07-03,280562,0.0254067796610169,2,7,1.0,1.0,ACTIVE,Regularly,25.0,bbbba89ff3ffeb6de2ad36ec2645e8af38472b03a5aa00ef6e4ca112f63600ef,25-34,25.0,15.0,25,16
753832,91055,846279,Lazer Razer MR Tie Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,71,Light Blue,3,Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bikini bottoms with a low waist, lined gusset and ties at the sides. Medium coverage at the back and laser-cut, scalloped edges.",2020-07-02,476173,0.0169322033898305,1,7,0.0,,ACTIVE,NONE,25.0,2617cd2280befd4b27984d5e36a8e2ce853e33ec699470fd0e2719f9e6f77f1c,25-34,25.0,15.0,16,16
158804,85058,817834,Gelato Blouse,258,Blouse,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in airy chiffon with a pleated collar, V-neck opening at the front with ties at the top, and long sleeves with buttoned cuffs. Lined.",2020-07-24,579066,0.0176101694915254,2,7,0.0,,ACTIVE,NONE,25.0,f8c454f766b3828d5155b255339ddb8b09659a79832c66bc9d153ffabb734a94,25-34,25.0,15.0,17,16
649640,92109,852513,Bimbette,262,Jacket,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in a stretch weave with notch lapels, a button at the front and side pockets with a decorative flap and button. Unlined.",2020-05-22,310222,0.0389661016949152,1,5,0.0,,ACTIVE,NONE,31.0,bbc6c09843c37fbc9e99e042e9b1674de3b88226eedba68292ccc9967aa41972,25-34,31.0,9.0,38,10
2224157,88141,831684,Charmaine Trench,262,Jacket,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Trenchcoat in soft, stretch imitation suede with a small stand-up collar, soft lapels and fixed shoulder tabs. Loose yoke front and back, side pockets and a detachable tie belt at the waist. No fasteners. Unlined.",2020-05-15,1029422,0.0720169491525423,1,5,0.0,,ACTIVE,NONE,40.0,00b687bff0d2f1b2800bd6f31f26929a7124d890f4b7ccc78616dc9fbecf59a3,35-44,40.0,0.0,72,1
2097381,91061,846296,Mika Bucket Hat,75,Hat/beanie,Accessories,1010001,All over pattern,9,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Bucket hat in woven fabric with eyelets at the sides and a cotton lining.,2020-06-27,1178852,0.0160508474576271,2,6,1.0,1.0,ACTIVE,Regularly,35.0,efcfa12054ae2183da51812fba4e782c8067e3af755407bb9257fa917e5a66df,35-44,35.0,5.0,16,6
4302422,99713,886241,Bahamas jumpsuit(1),267,Jumpsuit/Playsuit,Garment Full body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Jumpsuit in woven fabric with wide, flounce-trimmed shoulder straps and a smocked bodice with elastication and a small frill trim at the top. Frill-trimmed seam at the waist and wide, straight legs. Unlined.",2020-07-25,509144,0.0677796610169491,1,7,0.0,,ACTIVE,NONE,31.0,5dc697a584f8ca0af31e5c559f5a75773c26ea9ad926fec23248b75a2d132e03,25-34,31.0,9.0,67,10
2250209,16856,571706,Timeless High Rise Hipster,59,Swimwear bottom,Swimwear,1010017,Stripe,72,Blue,1,Dusty Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist and medium coverage at the back.,2020-05-28,891520,0.0220169491525423,1,5,1.0,1.0,ACTIVE,Regularly,26.0,9d5fc484580b65233fbeeaa7f0d8108663786a986144010d697ef21ea23091de,25-34,26.0,14.0,22,15
3744143,94375,862167,Flounce,265,Dress,Garment Full body,1010016,Solid,10,White,5,Bright,-1,Unknown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a double-layered cotton weave with a crinkled texture. Round neck, narrow, adjustable shoulder straps, and gathered seams at the hips and knees for added volume.",2020-05-15,1151788,0.0423559322033898,2,5,0.0,,ACTIVE,NONE,29.0,2b3004864f02de3ce9efd762924d5afdd05ac7f1f029bb7e9449384e416fed18,25-34,29.0,11.0,42,12
2907394,81257,805011,Karin mid support bra,306,Bra,Underwear,1010005,Colour blocking,8,Dark Grey,4,Dark,-1,Unknown,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with mesh details, a racer back and wide elasticated hem. Lined at the front. Medium support.",2020-07-10,137756,0.0135423728813559,2,7,0.0,,ACTIVE,NONE,30.0,816227d0d4ecafc4df0a8b42a15a8315831dad9aa3d897ce25485b26014de65c,25-34,30.0,10.0,13,11
2308251,94519,863000,Bounty,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length kaftan dress in a soft viscose weave with a V-neck and concealed buttons down the front. Gently tapered waist with pleats front and back and a detachable tie belt, and short, wide sleeves with sewn-in turn-ups. Unlined.",2020-06-30,918929,0.020322033898305,2,6,1.0,1.0,ACTIVE,Regularly,32.0,3c501a032ef2b6e1f60cb11586a49cf0b7208c0450b8b361d5727bc91ecfd08b,25-34,32.0,8.0,20,9
